latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-19.212,48.608,312.7,1.2,1.1,2018-10-17,1020,A,32,6.0NRT,298.5,6.3,D
-19.25,48.303,318.3,1.3,1.1,2018-10-17,1020,A,66,6.0NRT,293.4,15.7,D
-19.253,48.279,362.5,1.3,1.1,2018-10-17,1020,A,100,6.0NRT,299.6,123.7,D
-19.254,48.266,316.9,1.3,1.1,2018-10-17,1020,A,35,6.0NRT,297.1,11.2,D
-19.256,48.254,327.7,1.3,1.1,2018-10-17,1020,A,79,6.0NRT,297.8,27.4,D
-19.257,48.243,350.6,1.3,1.1,2018-10-17,1020,A,95,6.0NRT,299.1,80.8,D
-19.206,48.572,312.3,1.2,1.1,2018-10-17,1020,A,43,6.0NRT,297.5,7,D
-19.252,48.204,317.9,1.3,1.1,2018-10-17,1020,A,37,6.0NRT,294.1,14.3,D
-19.205,48.578,316.4,1.2,1.1,2018-10-17,1020,A,58,6.0NRT,297.9,10.8,D
-19.236,48.259,316.6,1.3,1.1,2018-10-17,1020,A,25,6.0NRT,297.9,10.6,D
-19.229,48.233,326.1,1.3,1.1,2018-10-17,1020,A,56,6.0NRT,295.5,23.6,D
-19.232,48.209,319.7,1.3,1.1,2018-10-17,1020,A,64,6.0NRT,291.2,16.8,D
-19.178,48.552,339.7,1.2,1.1,2018-10-17,1020,A,89,6.0NRT,298.4,52,D
-19.207,48.328,322.6,1.3,1.1,2018-10-17,1020,A,39,6.0NRT,292.2,17.9,D
-19.208,48.317,349.9,1.3,1.1,2018-10-17,1020,A,95,6.0NRT,293.9,76.4,D
-19.21,48.305,325.2,1.3,1.1,2018-10-17,1020,A,53,6.0NRT,295.7,22.1,D
-19.211,48.293,322.6,1.3,1.1,2018-10-17,1020,A,67,6.0NRT,297.9,19.1,D
-19.198,48.315,349.1,1.3,1.1,2018-10-17,1020,A,94,6.0NRT,294.1,72.1,D
-19.2,48.303,366,1.3,1.1,2018-10-17,1020,A,100,6.0NRT,298.4,136,D
-19.201,48.291,327.7,1.3,1.1,2018-10-17,1020,A,77,6.0NRT,295.6,26.2,D
-19.175,48.42,332.7,1.3,1.1,2018-10-17,1020,A,84,6.0NRT,296.2,37.3,D
-19.176,48.409,325.4,1.3,1.1,2018-10-17,1020,A,77,6.0NRT,294.1,24.8,D
-19.191,48.29,318.9,1.3,1.1,2018-10-17,1020,A,48,6.0NRT,294.3,14,D
-19.131,48.686,318.3,1.2,1.1,2018-10-17,1020,A,68,6.0NRT,295.9,12.3,D
-19.133,48.675,343.7,1.2,1.1,2018-10-17,1020,A,92,6.0NRT,299,57.6,D
-19.127,48.639,338.7,1.2,1.1,2018-10-17,1020,A,89,6.0NRT,298.4,46,D
-19.128,48.627,372.5,1.2,1.1,2018-10-17,1020,A,100,6.0NRT,299.5,158.6,D
-19.149,48.465,360.7,1.2,1.1,2018-10-17,1020,A,100,6.0NRT,298.7,113.6,D
-19.15,48.453,322,1.2,1.1,2018-10-17,1020,A,73,6.0NRT,298.2,18.7,D
-19.171,48.287,315.5,1.3,1.1,2018-10-17,1020,A,34,6.0NRT,295.3,10.9,D
-19.176,48.251,323.8,1.3,1.1,2018-10-17,1020,A,75,6.0NRT,295.3,23.9,D
-19.117,48.637,342.8,1.2,1.1,2018-10-17,1020,A,91,6.0NRT,299.1,55.4,D
-19.119,48.626,381,1.2,1.1,2018-10-17,1020,A,100,6.0NRT,300.8,203,D
-19.12,48.614,318.7,1.2,1.1,2018-10-17,1020,A,69,6.0NRT,294.2,14.6,D
-19.152,48.358,320.6,1.3,1.1,2018-10-17,1020,A,71,6.0NRT,296.4,16.4,D
-19.122,48.273,314.4,1.3,1.1,2018-10-17,1020,A,33,6.0NRT,297.3,11.3,D
-19.063,48.658,327.4,1.2,1.1,2018-10-17,1020,A,80,6.0NRT,299.2,25.4,D
-19.064,48.646,319.3,1.2,1.1,2018-10-17,1020,A,69,6.0NRT,299.2,14.3,D
-19.091,48.439,329.9,1.2,1.1,2018-10-17,1020,A,82,6.0NRT,296.6,33.8,D
-19.341,46.073,324.9,1.8,1.3,2018-10-17,1020,A,71,6.0NRT,308.9,16.6,D
-19.478,44.542,332.1,2.3,1.5,2018-10-17,1020,A,73,6.0NRT,308.6,47.8,D
-19.483,44.537,332.1,2.3,1.5,2018-10-17,1020,A,74,6.0NRT,309.6,52.3,D
-19.287,45.958,329.6,1.8,1.3,2018-10-17,1020,A,77,6.0NRT,308.4,28.1,D
-18.898,46.376,323.6,1.7,1.3,2018-10-17,1020,A,69,6.0NRT,306.9,13.8,D
-18.996,44.472,319.4,2.3,1.5,2018-10-17,1020,A,30,6.0NRT,300.1,27.4,D
-18.635,46.86,329.6,1.6,1.2,2018-10-17,1020,A,80,6.0NRT,300.4,38.2,D
-18.831,44.441,324,2.3,1.5,2018-10-17,1020,A,59,6.0NRT,296.9,46.5,D
-18.695,45.222,327.8,2,1.4,2018-10-17,1020,A,0,6.0NRT,306.8,30.5,D
-18.694,45.217,328.8,2,1.4,2018-10-17,1020,A,72,6.0NRT,306.5,33.1,D
-18.221,48.002,332.1,1.3,1.1,2018-10-17,1020,A,83,6.0NRT,300.9,34.3,D
-18.159,47.373,320.1,1.4,1.2,2018-10-17,1020,A,34,6.0NRT,297,18,D
-18.415,44.436,326.6,2.3,1.5,2018-10-17,1020,A,70,6.0NRT,306.5,22.4,D
-18.247,45.395,326.5,2,1.4,2018-10-17,1020,A,69,6.0NRT,304.5,34,D
-18.372,44.246,327.5,2.4,1.5,2018-10-17,1020,A,70,6.0NRT,307.6,27.5,D
-17.683,46.233,325.4,1.7,1.3,2018-10-17,1020,A,40,6.0NRT,304.8,14.4,D
-17.301,48.898,322.7,1.1,1.1,2018-10-17,1020,A,74,6.0NRT,296.5,17.9,D
-17.315,48.792,326.7,1.1,1.1,2018-10-17,1020,A,78,6.0NRT,297.7,22.4,D
-17.316,48.781,331.5,1.1,1.1,2018-10-17,1020,A,83,6.0NRT,297.8,30,D
-17.294,48.8,322.7,1.1,1.1,2018-10-17,1020,A,74,6.0NRT,297,17.6,D
-17.782,44.788,327.7,2.1,1.4,2018-10-17,1020,A,53,6.0NRT,307,21.4,D
-17.288,48.777,314.2,1.1,1.1,2018-10-17,1020,A,46,6.0NRT,297.2,8.5,D
-17.26,48.838,329.9,1.1,1.1,2018-10-17,1020,A,77,6.0NRT,294.5,26.6,D
-17.261,48.827,331.4,1.1,1.1,2018-10-17,1020,A,83,6.0NRT,295.1,29.4,D
-17.253,48.787,330.8,1.1,1.1,2018-10-17,1020,A,82,6.0NRT,296.8,29.9,D
-17.254,48.776,343.1,1.1,1.1,2018-10-17,1020,A,91,6.0NRT,298.4,53.3,D
-17.237,48.828,328.7,1.1,1.1,2018-10-17,1020,A,66,6.0NRT,294.1,26.2,D
-17.243,48.786,329.9,1.1,1.1,2018-10-17,1020,A,81,6.0NRT,296.3,30,D
-17.244,48.775,322.2,1.1,1.1,2018-10-17,1020,A,72,6.0NRT,295.9,19.6,D
-17.228,48.827,325.2,1.1,1.1,2018-10-17,1020,A,62,6.0NRT,289.1,21.3,D
-17.223,48.718,319.4,1.2,1.1,2018-10-17,1020,A,58,6.0NRT,295.1,15.8,D
-17.563,44.763,326.3,2.1,1.4,2018-10-17,1020,A,40,6.0NRT,303,29.3,D
-17.034,48.456,327.2,1.2,1.1,2018-10-17,1020,A,20,6.0NRT,308.4,12.5,D
-17.001,48.468,336.3,1.2,1.1,2018-10-17,1020,A,85,6.0NRT,306,31.2,D
-17.002,48.457,330,1.2,1.1,2018-10-17,1020,A,72,6.0NRT,307.9,20.6,D
-16.951,48.393,343,1.2,1.1,2018-10-17,1020,A,90,6.0NRT,304.7,42.5,D
-16.932,48.441,331,1.2,1.1,2018-10-17,1020,A,46,6.0NRT,309.7,19.9,D
-17.186,44.78,328,2.1,1.4,2018-10-17,1020,A,60,6.0NRT,308.5,26.7,D
-17.188,44.76,325.8,2.1,1.4,2018-10-17,1020,A,41,6.0NRT,305.7,18.2,D
-17.185,44.773,330.9,2.1,1.4,2018-10-17,1020,A,72,6.0NRT,308.9,36.6,D
-16.638,48.684,335.2,1.1,1.1,2018-10-17,1020,A,79,6.0NRT,299.2,34.9,D
-16.628,48.683,323.9,1.1,1.1,2018-10-17,1020,A,52,6.0NRT,297.2,16.9,D
-16.597,47.738,331.4,1.3,1.1,2018-10-17,1020,A,53,6.0NRT,303.3,22.9,D
-16.346,47.948,326.9,1.2,1.1,2018-10-17,1020,A,73,6.0NRT,307.7,13.1,D
-16.285,44.935,323.6,2,1.4,2018-10-17,1020,A,58,6.0NRT,302.7,19.4,D
-16.17,45.724,327.5,1.7,1.3,2018-10-17,1020,A,70,6.0NRT,306.2,18.2,D
-16.173,45.717,329,1.7,1.3,2018-10-17,1020,A,64,6.0NRT,306.7,23.1,D
-16.003,46.809,331.8,1.4,1.2,2018-10-17,1020,A,59,6.0NRT,308.6,16.2,D
-15.462,49.527,311.8,1,1,2018-10-17,1020,A,48,6.0NRT,297,6.8,D
-15.953,45.742,325.4,1.7,1.3,2018-10-17,1020,A,64,6.0NRT,303.1,22.6,D
-15.955,45.726,330.2,1.7,1.3,2018-10-17,1020,A,75,6.0NRT,305,37.2,D
-15.943,45.724,322.6,1.7,1.3,2018-10-17,1020,A,35,6.0NRT,302.8,16.7,D
-15.507,47.511,334.2,1.3,1.1,2018-10-17,1020,A,48,6.0NRT,311.4,19.7,D
-15.149,49.735,317,1,1,2018-10-17,1020,A,66,6.0NRT,298.1,9.9,D
-15.168,49.063,327.3,1.1,1,2018-10-17,1020,A,78,6.0NRT,301.2,17.3,D
-14.994,49.729,328.4,1,1,2018-10-17,1020,A,82,6.0NRT,297,22.2,D
-14.995,49.72,320.6,1,1,2018-10-17,1020,A,73,6.0NRT,296.1,13.7,D
-14.377,49.059,331.4,1.1,1,2018-10-17,1020,A,38,6.0NRT,302.9,24.4,D
-15.287,40.311,317,4.3,1.9,2018-10-17,1020,A,37,6.0NRT,294.9,44.2,D
-15.281,40.02,318.1,4.5,2,2018-10-17,1020,A,54,6.0NRT,292.2,54.3,D
-14.169,49.31,363.5,1,1,2018-10-17,1020,A,0,6.0NRT,293.5,96.3,D
-15.281,40.016,319.8,4.5,2,2018-10-17,1020,A,61,6.0NRT,292.5,64.9,D
-14.135,48.625,347.5,1.1,1,2018-10-17,1020,A,94,6.0NRT,300.1,58.1,D
-14.009,49.468,314.5,1,1,2018-10-17,1020,A,52,6.0NRT,295.7,7.8,D
-13.999,49.475,312.6,1,1,2018-10-17,1020,A,36,6.0NRT,295.4,6.6,D
-14,49.466,326.8,1,1,2018-10-17,1020,A,80,6.0NRT,294.8,20.9,D
-15.108,39.949,322.4,4.6,2,2018-10-17,1020,A,75,6.0NRT,294.1,111.5,D
-15.112,39.907,327,4.6,2,2018-10-17,1020,A,80,6.0NRT,295.2,159,D
-15.109,39.945,323.8,4.6,2,2018-10-17,1020,A,77,6.0NRT,294.1,126.5,D
-15.113,39.903,325.1,4.6,2,2018-10-17,1020,A,78,6.0NRT,295.2,142.1,D
-13.882,49.529,317.3,1,1,2018-10-17,1020,A,46,6.0NRT,302.3,7.2,D
-13.912,48.914,313.5,1.1,1,2018-10-17,1020,A,25,6.0NRT,294.7,5.9,D
-13.907,48.883,317.6,1.1,1,2018-10-17,1020,A,51,6.0NRT,299.8,8.8,D
-13.927,48.665,326.6,1.1,1,2018-10-17,1020,A,69,6.0NRT,296.4,18.9,D
-13.954,48.464,315.9,1.1,1,2018-10-17,1020,A,41,6.0NRT,296.1,10.2,D
-13.899,48.802,313.1,1.1,1,2018-10-17,1020,A,28,6.0NRT,295.9,7.5,D
-13.9,48.793,320.1,1.1,1,2018-10-17,1020,A,60,6.0NRT,293.9,14,D
-13.876,48.899,318.4,1.1,1,2018-10-17,1020,A,55,6.0NRT,295.7,11.6,D
-13.863,48.787,347.6,1.1,1,2018-10-17,1020,A,94,6.0NRT,298.9,55.2,D
-13.865,48.777,358.6,1.1,1,2018-10-17,1020,A,99,6.0NRT,298.9,83.7,D
-13.858,48.78,353.5,1.1,1,2018-10-17,1020,A,84,6.0NRT,299.6,70.4,D
-13.859,48.77,318.5,1.1,1,2018-10-17,1020,A,43,6.0NRT,297.4,10.3,D
-13.775,49.241,331.4,1,1,2018-10-17,1020,A,74,6.0NRT,308.6,11.8,D
-13.766,49.239,333.9,1,1,2018-10-17,1020,A,84,6.0NRT,309.3,16.3,D
-13.827,48.796,314.6,1.1,1,2018-10-17,1020,A,44,6.0NRT,296.2,7.1,D
-13.817,48.805,327.3,1.1,1,2018-10-17,1020,A,78,6.0NRT,297.6,21.6,D
-13.818,48.795,325.8,1.1,1,2018-10-17,1020,A,76,6.0NRT,297,19.4,D
-13.824,48.614,313.9,1.1,1,2018-10-17,1020,A,20,6.0NRT,295.7,7.7,D
-13.879,47.981,319.2,1.2,1.1,2018-10-17,1020,A,52,6.0NRT,301,8,D
-13.885,47.938,343.5,1.2,1.1,2018-10-17,1020,A,91,6.0NRT,301.6,46.1,D
-13.782,48.661,323.3,1.1,1,2018-10-17,1020,A,66,6.0NRT,301,15.9,D
-14.803,39.766,313.1,4.7,2,2018-10-17,1020,A,43,6.0NRT,288.9,45.6,D
-13.717,48.472,322,1.1,1,2018-10-17,1020,A,65,6.0NRT,300.2,11.4,D
-13.613,49.156,344.3,1,1,2018-10-17,1020,A,91,6.0NRT,308.1,37.7,D
-13.614,49.146,335.1,1,1,2018-10-17,1020,A,84,6.0NRT,307.7,21.5,D
-13.444,49.5,325.4,1,1,2018-10-17,1020,A,68,6.0NRT,309.3,7.9,D
-13.207,49.293,334.2,1,1,2018-10-17,1020,A,78,6.0NRT,311.8,16,D
-13.112,48.859,327.6,1.1,1,2018-10-17,1020,A,33,6.0NRT,306.6,10,D
-13.027,49.197,326.8,1,1,2018-10-17,1020,A,57,6.0NRT,308.5,10.1,D
-13.029,49.188,327.9,1,1,2018-10-17,1020,A,53,6.0NRT,308.2,10.6,D
-12.953,49.529,327.8,1,1,2018-10-17,1020,A,64,6.0NRT,308.4,9.7,D
-12.951,49.218,328.2,1,1,2018-10-17,1020,A,39,6.0NRT,307.6,7.5,D
-12.765,48.966,331.4,1,1,2018-10-17,1020,A,76,6.0NRT,308.4,14.9,D
-12.619,40.054,317.6,4.2,1.9,2018-10-17,1020,A,54,6.0NRT,289.9,58.5,D
-12.615,40.046,317.1,4.2,1.9,2018-10-17,1020,A,66,6.0NRT,290.3,59.8,D
-11.908,39.965,316,4.1,1.9,2018-10-17,1020,A,52,6.0NRT,292.5,52.2,D
-10.544,39.719,324.9,4.1,1.9,2018-10-17,1020,A,78,6.0NRT,290.6,146.4,D
-10.548,39.681,311.9,4.2,1.9,2018-10-17,1020,A,44,6.0NRT,286.8,51.9,D
-10.557,39.713,312.2,4.1,1.9,2018-10-17,1020,A,53,6.0NRT,292.1,56.7,D
-10.54,39.711,325.1,4.1,1.9,2018-10-17,1020,A,78,6.0NRT,289.9,144,D
-10.312,39.82,319.7,4,1.9,2018-10-17,1020,A,53,6.0NRT,287,99.6,D
-8.24,39.211,317.2,4.2,1.9,2018-10-17,1020,A,39,6.0NRT,292.5,70.4,D
-8.236,39.203,317.9,4.2,1.9,2018-10-17,1020,A,62,6.0NRT,292.3,76.5,D
-5.839,38.751,316.9,4.2,1.9,2018-10-17,1020,A,67,6.0NRT,293,48.9,D
-5.836,38.747,320.1,4.2,1.9,2018-10-17,1020,A,72,6.0NRT,293.1,74,D
44.914,47.193,321.5,3.8,1.8,2018-10-17,0900,A,20,6.0NRT,290.3,97.1,D
50.134,58.772,320.1,1,1,2018-10-17,0900,A,55,6.0NRT,269.5,20.1,D
50.132,58.758,323.4,1,1,2018-10-17,0900,A,72,6.0NRT,270.1,23.4,D
50.149,52.321,306.5,1.5,1.2,2018-10-17,0900,A,64,6.0NRT,293,8.8,D
50.145,52.301,315.9,1.5,1.2,2018-10-17,0900,A,76,6.0NRT,294,21.5,D
50.141,52.282,305.2,1.5,1.2,2018-10-17,0900,A,61,6.0NRT,293.8,7.4,D
50.358,49.86,321.4,1.9,1.3,2018-10-17,0900,A,80,6.0NRT,294.6,43,D
51.587,55.473,300.6,1.1,1,2018-10-17,0900,A,40,6.0NRT,288.8,3.6,D
52.58,62.751,307.7,1.3,1.1,2018-10-17,0900,A,66,6.0NRT,284,13.5,D
51.675,55.882,301.3,1.1,1,2018-10-17,0900,A,24,6.0NRT,289.4,4,D
51.673,55.868,307.9,1.1,1,2018-10-17,0900,A,66,6.0NRT,290.2,8.4,D
51.681,55.864,302.9,1.1,1,2018-10-17,0900,A,35,6.0NRT,289.2,4.8,D
51.871,54.761,304.5,1.1,1.1,2018-10-17,0900,A,57,6.0NRT,288.2,6.6,D
51.868,54.745,305.2,1.1,1.1,2018-10-17,0900,A,61,6.0NRT,288.8,7.1,D
51.875,54.754,304.6,1.1,1.1,2018-10-17,0900,A,59,6.0NRT,288.8,6.7,D
51.872,54.738,300.2,1.1,1.1,2018-10-17,0900,A,33,6.0NRT,289,3.8,D
51.567,52.76,302.7,1.3,1.1,2018-10-17,0900,A,53,6.0NRT,291.3,6.6,D
51.564,52.742,303.5,1.3,1.1,2018-10-17,0900,A,56,6.0NRT,291.4,7.3,D
51.842,53.824,313.7,1.2,1.1,2018-10-17,0900,A,74,6.0NRT,289.2,15.5,D
51.839,53.807,336.6,1.2,1.1,2018-10-17,0900,A,90,6.0NRT,290.2,48.7,D
51.647,52.792,305,1.3,1.1,2018-10-17,0900,A,60,6.0NRT,290.8,8.1,D
52.923,60.948,311.5,1.1,1.1,2018-10-17,0900,A,59,6.0NRT,284,12.7,D
52.933,60.945,321,1.1,1.1,2018-10-17,0900,A,81,6.0NRT,281.6,23,D
52.931,60.929,303.7,1.1,1.1,2018-10-17,0900,A,51,6.0NRT,282.2,7.3,D
51.587,51.757,306.5,1.4,1.2,2018-10-17,0900,A,54,6.0NRT,286.5,11.9,D
53.319,62.432,305.2,1.3,1.1,2018-10-17,0900,A,61,6.0NRT,284.9,10.8,D
52.229,54.117,301.4,1.1,1.1,2018-10-17,0900,A,47,6.0NRT,288.5,5.7,D
50.677,46.49,308.2,2.6,1.6,2018-10-17,0900,A,66,6.0NRT,293.7,25.8,D
50.668,46.456,311.4,2.6,1.6,2018-10-17,0900,A,71,6.0NRT,293.7,35.2,D
50.668,46.492,316.1,2.6,1.6,2018-10-17,0900,A,76,6.0NRT,294,51.7,D
50.659,46.458,311.8,2.6,1.6,2018-10-17,0900,A,71,6.0NRT,293.8,37.7,D
52.306,51.996,310.3,1.3,1.1,2018-10-17,0900,A,70,6.0NRT,291,13.7,D
51.994,50.132,309.3,1.6,1.3,2018-10-17,0900,A,68,6.0NRT,292.6,15.3,D
51.989,50.109,365.7,1.6,1.3,2018-10-17,0900,A,100,6.0NRT,297.9,208.2,D
51.984,50.087,305.2,1.6,1.3,2018-10-17,0900,A,55,6.0NRT,294.1,9.3,D
53.968,62.318,318.5,1.3,1.1,2018-10-17,0900,A,79,6.0NRT,285.1,23.3,D
53.966,62.299,318.1,1.3,1.1,2018-10-17,0900,A,78,6.0NRT,285.2,22.7,D
53.978,62.315,314,1.3,1.1,2018-10-17,0900,A,55,6.0NRT,285.2,17.3,D
53.976,62.296,312.7,1.3,1.1,2018-10-17,0900,A,50,6.0NRT,285,15.7,D
52.48,51.654,305.3,1.4,1.2,2018-10-17,0900,A,61,6.0NRT,291.7,9.6,D
51.492,46.801,310.9,2.4,1.5,2018-10-17,0900,A,71,6.0NRT,292.9,30.6,D
51.499,46.792,303.1,2.4,1.5,2018-10-17,0900,A,36,6.0NRT,292.4,11.5,D
52.264,49.501,307.8,1.7,1.3,2018-10-17,0900,A,66,6.0NRT,292.8,14.8,D
52.258,49.478,307.5,1.7,1.3,2018-10-17,0900,A,65,6.0NRT,293.2,14.4,D
52.334,49.431,316.6,1.7,1.3,2018-10-17,0900,A,77,6.0NRT,293.8,29.1,D
52.336,49.453,309.2,1.7,1.3,2018-10-17,0900,A,31,6.0NRT,292.6,14.5,D
52.331,49.429,316.3,1.7,1.3,2018-10-17,0900,A,73,6.0NRT,293.9,26.5,D
52.364,49.41,309.3,1.7,1.3,2018-10-17,0900,A,54,6.0NRT,292.5,15.1,D
52.359,49.386,307.8,1.7,1.3,2018-10-17,0900,A,42,6.0NRT,292.8,12.9,D
52.375,49.403,312.5,1.7,1.3,2018-10-17,0900,A,68,6.0NRT,293,20.2,D
51.817,46.71,302.2,2.3,1.5,2018-10-17,0900,A,51,6.0NRT,291.9,12.9,D
53.276,51.083,303.5,1.4,1.2,2018-10-17,0900,A,56,6.0NRT,289.8,8.5,D
53.272,51.064,302,1.4,1.2,2018-10-17,0900,A,50,6.0NRT,289.7,7.1,D
53.642,52.396,309.8,1.2,1.1,2018-10-17,0900,A,69,6.0NRT,277.7,14.1,D
53.638,52.378,300.1,1.2,1.1,2018-10-17,0900,A,28,6.0NRT,278.5,6.1,D
52.499,44.391,306.4,2.8,1.6,2018-10-17,0900,A,63,6.0NRT,288.9,33.4,D
53.895,43.453,317.8,2.8,1.6,2018-10-17,0900,A,78,6.0NRT,289.1,71.8,D
53.898,43.444,317.3,2.8,1.6,2018-10-17,0900,A,77,6.0NRT,289.3,69.1,D
57.27,52.368,301.2,1.1,1,2018-10-17,0900,A,45,6.0NRT,279.4,8.2,D
57.267,52.351,306.2,1.1,1,2018-10-17,0900,A,63,6.0NRT,280.3,11.3,D
56.085,44.166,316.3,2.1,1.4,2018-10-17,0900,A,58,6.0NRT,284.2,48.1,D
60.384,57.05,304.2,1.1,1,2018-10-17,0900,A,51,6.0NRT,270.6,11.3,D
51.663,-118.678,310.8,2.8,1.6,2018-10-17,0920,A,81,6.0NRT,274.2,68.2,N
51.648,-118.677,302.5,2.8,1.6,2018-10-17,0920,A,49,6.0NRT,274.3,46.2,N
51.662,-118.685,305.5,2.8,1.6,2018-10-17,0920,A,65,6.0NRT,274.1,50.9,N
51.661,-118.652,300.9,2.8,1.6,2018-10-17,0920,A,27,6.0NRT,273.7,37.8,N
42.684,-111.588,314.9,1.1,1,2018-10-17,0920,A,90,6.0NRT,269.8,21.1,N
42.177,-111.313,314.3,1,1,2018-10-17,0920,A,89,6.0NRT,269.9,19.4,N
11.137,34.979,315.1,4.2,1.9,2018-10-17,1025,A,73,6.0NRT,293.5,51.7,D
11.131,34.942,312.1,4.2,1.9,2018-10-17,1025,A,46,6.0NRT,291.5,34.7,D
11.125,34.974,316.6,4.2,1.9,2018-10-17,1025,A,75,6.0NRT,293.4,63.3,D
13.621,40.799,347,1.4,1.2,2018-10-17,1025,A,91,6.0NRT,314.3,40.4,D
13.619,40.787,355.7,1.4,1.2,2018-10-17,1025,A,97,6.0NRT,313.3,72.8,D
13.631,40.797,353,1.4,1.2,2018-10-17,1025,A,95,6.0NRT,316.2,60.8,D
13.629,40.785,340.3,1.4,1.2,2018-10-17,1025,A,85,6.0NRT,311,22.4,D
-25.368,45.368,320.1,2.4,1.5,2018-10-17,1015,A,63,6.0NRT,289.8,39.9,D
-25.361,45.362,318.9,2.4,1.5,2018-10-17,1015,A,58,6.0NRT,290.8,39.6,D
-23.615,45.755,330.2,2.2,1.4,2018-10-17,1015,A,78,6.0NRT,307.5,36.1,D
-23.616,45.748,326.8,2.2,1.4,2018-10-17,1015,A,67,6.0NRT,307.6,24.9,D
-23.183,46.691,317,1.8,1.3,2018-10-17,1015,A,47,6.0NRT,295.4,22.2,D
-22.853,45.481,330,2.2,1.4,2018-10-17,1015,A,78,6.0NRT,312.4,39.5,D
-22.856,45.477,328.9,2.2,1.4,2018-10-17,1015,A,76,6.0NRT,312.4,33,D
-22.419,47.035,319.4,1.7,1.3,2018-10-17,1015,A,46,6.0NRT,298.3,22,D
-22.476,44.405,325.8,2.6,1.6,2018-10-17,1015,A,67,6.0NRT,310.1,29.8,D
-22.045,46.399,327.5,1.9,1.3,2018-10-17,1015,A,41,6.0NRT,310.7,22.4,D
-22.047,46.38,329.4,1.9,1.3,2018-10-17,1015,A,74,6.0NRT,308.6,30,D
-21.848,47.557,320.4,1.5,1.2,2018-10-17,1015,A,53,6.0NRT,298.1,21.6,D
-21.811,47.181,321.8,1.6,1.3,2018-10-17,1015,A,59,6.0NRT,300.9,24.5,D
-19.525,169.447,319.5,1.1,1,2018-10-17,1130,T,98,6.0NRT,287.1,21.6,N
-16.255,168.099,307.8,1,1,2018-10-17,1130,T,57,6.0NRT,269.8,12.9,N
6.74,6.149,311.4,3.6,1.8,2018-10-17,1045,T,52,6.0NRT,294,34.9,D
7.149,0.475,314.2,1.3,1.1,2018-10-17,1045,T,45,6.0NRT,300,9,D
5.899,5.577,309.6,3.4,1.7,2018-10-17,1045,T,48,6.0NRT,289.2,25.9,D
57.088,-3.246,307.6,1.6,1.3,2018-10-17,1210,T,66,6.0NRT,282.2,22,D
57.082,-3.22,301.9,1.6,1.3,2018-10-17,1210,T,50,6.0NRT,282.5,14.9,D
57.084,-3.225,304.9,1.6,1.3,2018-10-17,1210,T,35,6.0NRT,282.5,16.9,D
55.725,-123.539,355.6,1.2,1.1,2018-10-17,1055,A,100,6.0NRT,279.2,105.6,N
55.722,-123.52,319.2,1.2,1.1,2018-10-17,1055,A,98,6.0NRT,274.3,26.8,N
55.709,-123.507,303.2,1.2,1.1,2018-10-17,1055,A,46,6.0NRT,276.5,12,N
55.236,-122.908,304.8,1.3,1.1,2018-10-17,1055,A,61,6.0NRT,274,15.4,N
42.558,-123.942,304,2.7,1.6,2018-10-17,1100,A,58,6.0NRT,287.4,32.5,N
42.555,-123.948,301.8,2.7,1.6,2018-10-17,1100,A,28,6.0NRT,287,25.3,N
51.149,34.128,309.4,1,1,2018-10-17,1040,A,46,6.0NRT,297.5,5.3,D
51.152,34.082,319.4,1,1,2018-10-17,1040,A,76,6.0NRT,296.4,13.1,D
51.15,34.068,311.3,1,1,2018-10-17,1040,A,58,6.0NRT,295.2,5.9,D
51.146,34.04,307.7,1,1,2018-10-17,1040,A,35,6.0NRT,296.5,4,D
51.311,34.769,310.9,1,1,2018-10-17,1040,A,60,6.0NRT,294,7.7,D
52.068,41.715,314.7,1.8,1.3,2018-10-17,1040,A,74,6.0NRT,293.3,25.5,D
52.066,41.689,303.6,1.8,1.3,2018-10-17,1040,A,50,6.0NRT,293.6,7.2,D
52.012,39.881,309.3,1.5,1.2,2018-10-17,1040,A,65,6.0NRT,294.2,11.4,D
50.082,26.401,332.9,1.7,1.3,2018-10-17,1040,A,88,6.0NRT,296.2,61.9,D
50.077,26.379,356.1,1.7,1.3,2018-10-17,1040,A,98,6.0NRT,299.7,154.9,D
50.088,26.373,317.9,1.7,1.3,2018-10-17,1040,A,78,6.0NRT,294.5,27.8,D
50.083,26.351,306.4,1.7,1.3,2018-10-17,1040,A,63,6.0NRT,294.7,9.3,D
51.418,33.73,307.1,1,1,2018-10-17,1040,A,59,6.0NRT,294.7,5.5,D
52.289,41.297,323.2,1.7,1.3,2018-10-17,1040,A,82,6.0NRT,296.3,40.7,D
52.287,41.271,311.3,1.7,1.3,2018-10-17,1040,A,70,6.0NRT,295.8,17,D
52.428,43.579,300.7,2.2,1.4,2018-10-17,1040,A,40,6.0NRT,290.4,11.3,D
52.296,41.29,362,1.7,1.3,2018-10-17,1040,A,100,6.0NRT,298.8,197.3,D
52.294,41.265,306.5,1.7,1.3,2018-10-17,1040,A,54,6.0NRT,295.6,9.9,D
52.307,41.287,306.1,1.7,1.3,2018-10-17,1040,A,49,6.0NRT,295.1,9.2,D
51.641,34.811,309.6,1,1,2018-10-17,1040,A,65,6.0NRT,292.7,7.9,D
51.639,34.797,308.9,1,1,2018-10-17,1040,A,57,6.0NRT,293.7,6.8,D
