latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-20.84796,47.52672,331.1,0.43,0.38,2018-10-19,1036,N,nominal,1.0NRT,296.6,4.9,D
-20.84883,47.5001,332.3,0.43,0.38,2018-10-19,1036,N,nominal,1.0NRT,296.6,5.8,D
-21.00147,46.57685,337.8,0.4,0.37,2018-10-19,1036,N,nominal,1.0NRT,307.7,3.4,D
-21.0021,46.57298,337.8,0.4,0.37,2018-10-19,1036,N,nominal,1.0NRT,309.2,3.6,D
-20.73062,48.06316,337.9,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,297.3,7.1,D
-20.81763,47.55582,339.5,0.44,0.38,2018-10-19,1036,N,nominal,1.0NRT,299,25.4,D
-20.67311,48.26407,337.9,0.47,0.39,2018-10-19,1036,N,nominal,1.0NRT,293.8,5.7,D
-20.67397,48.26082,332.5,0.47,0.4,2018-10-19,1036,N,nominal,1.0NRT,295.4,4.2,D
-20.66045,47.96868,344.7,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,294.4,9,D
-20.65685,47.96803,345.2,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,297.2,33.2,D
-20.7121,47.57993,333.2,0.44,0.38,2018-10-19,1036,N,nominal,1.0NRT,298.6,2.7,D
-20.59767,48.11637,334.3,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,298,3.7,D
-20.65008,47.81419,331.8,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,298.2,2.8,D
-20.72756,47.31807,349.8,0.43,0.38,2018-10-19,1036,N,nominal,1.0NRT,309.8,22.8,D
-20.72823,47.3141,333.1,0.43,0.38,2018-10-19,1036,N,nominal,1.0NRT,295.8,22.8,D
-20.59762,48.11717,345.5,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,296.9,6.1,D
-20.72723,47.31826,344.8,0.43,0.38,2018-10-19,1036,N,nominal,1.0NRT,309.7,29.3,D
-20.72788,47.31429,339.2,0.43,0.38,2018-10-19,1036,N,nominal,1.0NRT,295.2,29.3,D
-20.57723,48.14922,344.8,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,300.4,28.6,D
-20.56693,48.16574,339.9,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,298.2,43.6,D
-20.56195,48.15108,333.1,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,292.2,1.7,D
-20.62005,47.80875,340.6,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,293.2,4.8,D
-20.61131,47.83871,339.4,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,296.4,5,D
-20.60773,47.83805,347.1,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,295.1,14.7,D
-20.59051,47.85264,332.8,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,296.9,6.5,D
-20.59124,47.84832,330.3,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,297.8,6.5,D
-20.58071,47.82357,345.4,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,295.9,10.7,D
-20.57117,47.85786,330.1,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,294.4,3,D
-20.57192,47.85345,331.7,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,295.6,3,D
-20.56061,47.83329,340.3,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,291.7,7.3,D
-20.55795,47.80585,344.5,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,298.2,14.8,D
-20.55437,47.80528,341.4,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,297.1,26.6,D
-20.54302,47.80705,336.8,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,298.5,7.6,D
-20.58358,47.52808,335.2,0.44,0.38,2018-10-19,1036,N,nominal,1.0NRT,298.1,6.1,D
-20.58464,47.52457,332.9,0.44,0.38,2018-10-19,1036,N,nominal,1.0NRT,299.4,5.5,D
-20.58392,47.50697,339,0.44,0.38,2018-10-19,1036,N,nominal,1.0NRT,297.3,4.4,D
-22.29447,33.73843,367,0.46,0.64,2018-10-19,1036,N,high,1.0NRT,296.3,11.9,D
-22.29487,33.73378,336.5,0.46,0.64,2018-10-19,1036,N,nominal,1.0NRT,296.2,7.1,D
-20.39777,48.19058,333,0.47,0.4,2018-10-19,1036,N,nominal,1.0NRT,295.1,5.6,D
-20.3819,48.23851,347,0.47,0.4,2018-10-19,1036,N,nominal,1.0NRT,294,9.5,D
-20.69463,46.22675,340.8,0.4,0.37,2018-10-19,1036,N,nominal,1.0NRT,308.1,4.6,D
-20.31497,48.41597,337.3,0.48,0.4,2018-10-19,1036,N,nominal,1.0NRT,297.9,9.3,D
-20.35253,48.13012,343.1,0.47,0.39,2018-10-19,1036,N,nominal,1.0NRT,291.1,9.5,D
-20.3533,48.1256,335.3,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,291.4,6.8,D
-20.98824,44.06126,337.5,0.39,0.36,2018-10-19,1036,N,low,1.0NRT,307.5,1.4,D
-20.376,47.7312,334.1,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,294.6,2.8,D
-20.36379,47.65229,330.9,0.44,0.39,2018-10-19,1036,N,nominal,1.0NRT,299.2,2.3,D
-20.75804,45.13878,338.6,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,307.6,6,D
-20.83624,44.54049,344.4,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,306.9,8.6,D
-20.24239,48.22754,333.9,0.47,0.4,2018-10-19,1036,N,nominal,1.0NRT,292.3,4.5,D
-20.39561,47.29251,339.3,0.43,0.38,2018-10-19,1036,N,nominal,1.0NRT,307.9,8.3,D
-20.36108,47.47885,335.6,0.44,0.38,2018-10-19,1036,N,nominal,1.0NRT,308.8,4.1,D
-20.36852,47.02341,336.8,0.42,0.38,2018-10-19,1036,N,low,1.0NRT,309.2,2.5,D
-20.3692,47.01934,337.5,0.42,0.38,2018-10-19,1036,N,low,1.0NRT,309.1,4.1,D
-20.36123,47.04589,336.9,0.42,0.38,2018-10-19,1036,N,nominal,1.0NRT,305.4,4.2,D
-20.36507,47.02273,335.7,0.42,0.38,2018-10-19,1036,N,nominal,1.0NRT,306.1,2.5,D
-20.36574,47.01867,349.2,0.42,0.38,2018-10-19,1036,N,nominal,1.0NRT,309.7,4.1,D
-20.34348,47.13061,340.9,0.42,0.38,2018-10-19,1036,N,nominal,1.0NRT,305.7,6.1,D
-20.58457,45.48259,338.5,0.39,0.36,2018-10-19,1036,N,low,1.0NRT,308.9,7.1,D
-20.1032,48.27641,336.8,0.48,0.4,2018-10-19,1036,N,nominal,1.0NRT,291.5,9.6,D
-20.00783,48.67064,332.8,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,298,5.9,D
-19.99562,48.71793,341.2,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,297.3,6,D
-20.08166,48.2258,347,0.47,0.4,2018-10-19,1036,N,nominal,1.0NRT,293.7,10.9,D
-20.20409,47.40211,333.5,0.44,0.38,2018-10-19,1036,N,nominal,1.0NRT,302.7,5.8,D
-20.08398,48.08207,332.6,0.47,0.39,2018-10-19,1036,N,nominal,1.0NRT,298.3,3.8,D
-20.10409,47.96596,332.2,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,295.9,4.9,D
-20.11204,47.8768,345.7,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,298.2,11.5,D
-20.04188,48.19392,346.1,0.47,0.4,2018-10-19,1036,N,nominal,1.0NRT,298.1,10.7,D
-20.08868,47.90428,339.7,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,297.2,5.5,D
-20.24827,46.96774,337.9,0.42,0.38,2018-10-19,1036,N,nominal,1.0NRT,305.7,3,D
-20.30389,46.61082,346.7,0.41,0.37,2018-10-19,1036,N,nominal,1.0NRT,311.8,7.1,D
-20.04245,48.19529,345.4,0.47,0.4,2018-10-19,1036,N,nominal,1.0NRT,298.7,9.7,D
-20.3045,46.61105,340.6,0.41,0.37,2018-10-19,1036,N,low,1.0NRT,312.6,7.2,D
-20.04339,48.14544,334,0.47,0.4,2018-10-19,1036,N,nominal,1.0NRT,298.1,5.8,D
-20.08513,47.85456,336,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,297.3,7,D
-20.67548,44.12421,350.7,0.39,0.36,2018-10-19,1036,N,nominal,1.0NRT,309.9,12.4,D
-20.67603,44.12048,337.5,0.39,0.36,2018-10-19,1036,N,nominal,1.0NRT,307.2,5.2,D
-20.04321,48.0801,335.8,0.47,0.39,2018-10-19,1036,N,nominal,1.0NRT,298.9,2.5,D
-20.01816,48.20494,342.7,0.47,0.4,2018-10-19,1036,N,nominal,1.0NRT,300.4,13.9,D
-20.0396,48.07927,338.7,0.47,0.39,2018-10-19,1036,N,nominal,1.0NRT,297.3,4.6,D
-20.01741,48.18726,337.3,0.47,0.4,2018-10-19,1036,N,nominal,1.0NRT,308.9,94.9,D
-20.03099,48.06373,336.3,0.47,0.39,2018-10-19,1036,N,nominal,1.0NRT,297.8,15.1,D
-20.02429,48.08102,336.2,0.47,0.39,2018-10-19,1036,N,nominal,1.0NRT,294.4,5.6,D
-20.41687,45.66447,336.3,0.39,0.36,2018-10-19,1036,N,nominal,1.0NRT,302.8,2.2,D
-20.02011,48.06156,333.1,0.47,0.39,2018-10-19,1036,N,nominal,1.0NRT,294,2,D
-19.97973,48.23045,337.9,0.47,0.4,2018-10-19,1036,N,nominal,1.0NRT,299.2,5.5,D
-20.15168,47.19629,344.9,0.43,0.38,2018-10-19,1036,N,nominal,1.0NRT,302.7,8.7,D
-20.60779,44.30362,349.5,0.39,0.36,2018-10-19,1036,N,nominal,1.0NRT,306.8,5.3,D
-20.14819,47.19559,348.8,0.43,0.38,2018-10-19,1036,N,nominal,1.0NRT,302.2,8.7,D
-19.99215,48.09315,334.6,0.47,0.4,2018-10-19,1036,N,nominal,1.0NRT,298.1,6.6,D
-20.04153,47.80565,333,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,297.4,6.3,D
-20.03883,47.79984,335.5,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,298.2,6.3,D
-20.26961,46.3925,340.1,0.4,0.37,2018-10-19,1036,N,low,1.0NRT,310.7,3.2,D
-20.26621,46.39189,333.8,0.4,0.37,2018-10-19,1036,N,low,1.0NRT,306.9,3.2,D
-19.91181,48.33659,333.1,0.48,0.4,2018-10-19,1036,N,nominal,1.0NRT,296.4,4.6,D
-19.90808,48.33612,336.8,0.48,0.4,2018-10-19,1036,N,nominal,1.0NRT,295.2,4.6,D
-19.91312,48.30759,344.9,0.48,0.4,2018-10-19,1036,N,nominal,1.0NRT,297.9,18.6,D
-19.9101,48.3374,336.3,0.48,0.4,2018-10-19,1036,N,nominal,1.0NRT,297.8,12.8,D
-19.83288,48.76443,330.9,0.51,0.41,2018-10-19,1036,N,nominal,1.0NRT,296.4,3,D
-19.91126,48.30819,333.3,0.48,0.4,2018-10-19,1036,N,nominal,1.0NRT,298.1,18.7,D
-19.96245,47.94033,333.5,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,296.9,5.1,D
-20.52719,44.39602,338.1,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,304.3,1.8,D
-19.83675,48.62989,339.4,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,297,5.7,D
-19.94836,47.97942,337.2,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,300.9,17.9,D
-19.9506,47.96624,330.1,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,297.6,3.9,D
-20.53935,44.26881,332.6,0.39,0.36,2018-10-19,1036,N,low,1.0NRT,304.4,1.9,D
-19.94474,47.97874,331,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,297.3,17.9,D
-20.32229,45.66663,345.8,0.39,0.36,2018-10-19,1036,N,nominal,1.0NRT,308.3,8.1,D
-20.53602,44.26825,337.5,0.39,0.36,2018-10-19,1036,N,nominal,1.0NRT,306.7,1.9,D
-20.53657,44.26453,341.4,0.39,0.36,2018-10-19,1036,N,nominal,1.0NRT,306.6,1.6,D
-19.94185,47.97375,332.4,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,297.6,6.3,D
-20.31894,45.66603,337.6,0.39,0.36,2018-10-19,1036,N,low,1.0NRT,308,4.5,D
-20.15859,46.64858,340.1,0.41,0.37,2018-10-19,1036,N,low,1.0NRT,312.5,4.8,D
-19.87083,48.34408,342.1,0.48,0.4,2018-10-19,1036,N,nominal,1.0NRT,295.8,19.8,D
-20.15516,46.64795,337.2,0.41,0.37,2018-10-19,1036,N,low,1.0NRT,311,3.8,D
-19.9171,47.98725,330.5,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,296.1,4.5,D
-19.92173,47.96023,331,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,295.6,3.1,D
-20.5121,44.26806,334.5,0.39,0.36,2018-10-19,1036,N,low,1.0NRT,308.5,2.8,D
-19.91349,47.98646,333.6,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,295,4.5,D
-19.91426,47.98201,331.7,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,297,6.6,D
-21.80859,32.91898,367,0.52,0.67,2018-10-19,1036,N,high,1.0NRT,299.7,10.5,D
-19.91141,47.97679,334.1,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,296.7,14.2,D
-21.80818,32.92415,348.1,0.52,0.67,2018-10-19,1036,N,nominal,1.0NRT,298.2,14.4,D
-21.80901,32.91381,339.8,0.52,0.67,2018-10-19,1036,N,nominal,1.0NRT,294.5,10.5,D
-19.90703,47.9805,341.5,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,297.5,14.2,D
-20.41187,44.86572,340.4,0.38,0.36,2018-10-19,1036,N,low,1.0NRT,310.8,9.4,D
-21.79526,32.92825,367,0.52,0.66,2018-10-19,1036,N,high,1.0NRT,299.7,11.3,D
-19.90266,47.98417,346.5,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,294.5,9.7,D
-20.40855,44.86511,343.1,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,311.4,8.7,D
-21.79485,32.9334,348.2,0.52,0.66,2018-10-19,1036,N,nominal,1.0NRT,297.7,15.9,D
-21.79567,32.92307,350.2,0.52,0.67,2018-10-19,1036,N,nominal,1.0NRT,298.8,11.3,D
-19.93093,47.79774,347.1,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,303.1,37.7,D
-20.28384,45.64829,339.5,0.39,0.36,2018-10-19,1036,N,nominal,1.0NRT,304.2,12.7,D
-19.82604,48.36017,338,0.48,0.4,2018-10-19,1036,N,nominal,1.0NRT,296.8,3.8,D
-19.8455,48.24884,332.7,0.48,0.4,2018-10-19,1036,N,nominal,1.0NRT,296.9,2.9,D
-19.77295,48.55245,347,0.49,0.41,2018-10-19,1036,N,nominal,1.0NRT,293.9,6.3,D
-20.12638,46.45745,344.3,0.41,0.37,2018-10-19,1036,N,nominal,1.0NRT,312.1,4.8,D
-20.09137,46.60677,336.2,0.41,0.37,2018-10-19,1036,N,nominal,1.0NRT,305,3.4,D
-19.88591,47.77231,334.6,0.45,0.39,2018-10-19,1036,N,nominal,1.0NRT,290.5,4,D
-20.354,44.84851,354,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,310.1,10.1,D
-19.79843,48.26634,331.8,0.48,0.4,2018-10-19,1036,N,nominal,1.0NRT,297.5,6.9,D
-19.79923,48.26167,333.1,0.48,0.4,2018-10-19,1036,N,nominal,1.0NRT,298.5,8.4,D
-19.717,48.69392,334.1,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,298.4,4.3,D
-19.71323,48.69321,333.7,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,296.5,4.3,D
-19.72506,48.6252,335.4,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,293.9,4.6,D
-19.7201,48.60909,343,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,296.9,9.6,D
-19.79923,48.12887,332.7,0.47,0.4,2018-10-19,1036,N,nominal,1.0NRT,294.7,3.2,D
-20.27007,45.21748,339.2,0.39,0.36,2018-10-19,1036,N,nominal,1.0NRT,305.1,5,D
-19.81532,47.96909,338.6,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,291.1,15.4,D
-20.32746,44.79855,349.9,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,309.6,12.5,D
-19.87179,47.55026,331,0.45,0.39,2018-10-19,1036,N,low,1.0NRT,305,0.9,D
-19.68183,48.6062,336.5,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,298,23.1,D
-19.74985,48.21764,332.7,0.48,0.4,2018-10-19,1036,N,nominal,1.0NRT,298,7.4,D
-19.74325,48.21197,331.5,0.48,0.4,2018-10-19,1036,N,nominal,1.0NRT,295.5,10.2,D
-20.31204,44.72018,340.9,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,309.3,6.3,D
-19.77251,48.02172,330.1,0.47,0.4,2018-10-19,1036,N,nominal,1.0NRT,281.3,3.6,D
-20.34382,44.48691,335.1,0.38,0.36,2018-10-19,1036,N,low,1.0NRT,308.8,3.2,D
-20.31269,44.6256,336.5,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,303.4,3.7,D
-19.76136,47.97785,335.1,0.47,0.39,2018-10-19,1036,N,nominal,1.0NRT,302,62.8,D
-19.75265,47.98483,333.6,0.47,0.39,2018-10-19,1036,N,nominal,1.0NRT,295.9,16.1,D
-19.74145,48.006,333.8,0.47,0.39,2018-10-19,1036,N,nominal,1.0NRT,299.4,6.7,D
-20.24489,44.90133,338.2,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,302.9,3.4,D
-19.74268,48.00248,334.2,0.47,0.39,2018-10-19,1036,N,nominal,1.0NRT,299.7,6.3,D
-19.6239,48.65173,344.7,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,294.5,7.6,D
-20.32254,44.31982,333.8,0.38,0.36,2018-10-19,1036,N,low,1.0NRT,305.6,0.7,D
-20.32586,44.29761,342.6,0.39,0.36,2018-10-19,1036,N,nominal,1.0NRT,308,5.2,D
-20.26919,44.62908,339,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,302.7,4.1,D
-19.72377,48.00335,331.1,0.47,0.4,2018-10-19,1036,N,nominal,1.0NRT,295,5.3,D
-19.61739,48.59967,336.4,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,295.7,6,D
-19.6298,48.52819,332.2,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,296.8,7.5,D
-19.63639,48.49017,344.2,0.49,0.41,2018-10-19,1036,N,nominal,1.0NRT,297.9,17.1,D
-20.2748,44.54674,340.4,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,307.5,4,D
-19.63526,48.47441,338,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,292.7,9.2,D
-19.59366,48.6912,332,0.51,0.41,2018-10-19,1036,N,nominal,1.0NRT,296.9,3,D
-20.22225,44.84824,334.7,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,304.4,3.2,D
-19.62282,48.5017,333.6,0.49,0.41,2018-10-19,1036,N,nominal,1.0NRT,296.1,4,D
-19.60317,48.59223,341.1,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,301.5,53.3,D
-19.6191,48.50089,335.4,0.49,0.41,2018-10-19,1036,N,nominal,1.0NRT,296.7,10.5,D
-19.71939,47.91908,335.7,0.46,0.39,2018-10-19,1036,N,nominal,1.0NRT,286.8,4,D
-19.59941,48.5915,348.2,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,300.6,53.3,D
-19.60954,48.53354,334.7,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,294.5,10.7,D
-20.24589,44.62514,348.4,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,307.3,4.1,D
-19.6198,48.45263,332.6,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,295.4,4.9,D
-19.89415,46.83265,351.2,0.42,0.38,2018-10-19,1036,N,nominal,1.0NRT,305.5,8.4,D
-20.24256,44.62458,342.4,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,308.7,4.3,D
-20.24312,44.62088,340.6,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,307.4,4.3,D
-20.20392,44.85647,336.1,0.38,0.36,2018-10-19,1036,N,low,1.0NRT,307.8,3.3,D
-19.58364,48.59298,333.8,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,295.3,13.4,D
-19.58748,48.54908,342.2,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,295.3,4.9,D
-19.60745,48.43525,334.6,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,294.4,3.4,D
-19.65254,48.17644,342.7,0.48,0.4,2018-10-19,1036,N,nominal,1.0NRT,297.4,55.7,D
-19.60621,48.42036,333.1,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,296.2,6.1,D
-20.22759,44.61069,340.5,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,309.8,8.3,D
-20.22814,44.607,336.3,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,308.8,6,D
-20.22426,44.61013,367,0.38,0.36,2018-10-19,1036,N,high,1.0NRT,330.2,57.8,D
-19.57407,48.5812,347.6,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,303.9,28.7,D
-20.22482,44.60643,344.7,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,310.6,18.2,D
-19.57032,48.58047,335.4,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,293.3,28.7,D
-19.58386,48.50373,339.4,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,301.5,46.6,D
-19.5847,48.49894,330,0.49,0.41,2018-10-19,1036,N,nominal,1.0NRT,295.4,11.4,D
-20.18395,44.85306,348.9,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,304.7,12.7,D
-20.22093,44.60957,349.3,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,310,57.8,D
-20.20419,44.69756,336.3,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,305,7,D
-20.20475,44.69387,339.1,0.38,0.36,2018-10-19,1036,N,low,1.0NRT,309.4,8.8,D
-19.94382,46.3128,335.2,0.4,0.37,2018-10-19,1036,N,low,1.0NRT,307.6,5.3,D
-19.5545,48.58216,348.7,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,298,7.6,D
-20.22874,44.46705,335,0.38,0.36,2018-10-19,1036,N,low,1.0NRT,305.8,0.8,D
-20.22929,44.46335,334.7,0.38,0.36,2018-10-19,1036,N,low,1.0NRT,306.7,2.2,D
-20.22596,44.46279,340.1,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,307.4,3.4,D
-19.53718,48.61395,332,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,294.4,7.1,D
-19.53804,48.60915,335,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,296.4,8.3,D
-19.57108,48.42332,334.9,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,297.6,15.6,D
-19.56736,48.42263,336.7,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,297.8,15.6,D
-19.53792,48.61081,349.9,0.5,0.41,2018-10-19,1036,N,nominal,1.0NRT,296.8,14.6,D
-19.57068,48.41987,338.5,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,299.6,16.5,D
-19.56695,48.41918,330.6,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,294.9,16.5,D
-19.55832,48.44711,335.5,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,292.8,3.5,D
-19.55869,48.42252,332.7,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,289.3,3.6,D
-20.13442,44.87075,353,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,312,7.4,D
-20.13498,44.86706,345,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,307.6,7.4,D
-19.5594,48.37371,332.5,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,292,3.6,D
-19.54836,48.41558,347.1,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,296.4,9.5,D
-19.55242,48.39199,355.5,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,298.6,34.7,D
-19.54463,48.41488,335.2,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,288.9,9.5,D
-19.55231,48.34814,336.5,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,293.4,7,D
-20.14363,44.67561,342.1,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,312,9.6,D
-19.61526,47.93675,340.3,0.47,0.39,2018-10-19,1036,N,nominal,1.0NRT,293.6,13.2,D
-19.47198,48.65417,337.2,0.51,0.41,2018-10-19,1036,N,nominal,1.0NRT,295.1,5.1,D
-20.13651,44.56471,349.7,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,310.1,6,D
-20.13318,44.56415,346.6,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,308.2,6,D
-20.08673,44.8475,341.1,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,308.3,8.1,D
-20.11259,44.63254,348,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,312.5,10,D
-20.11094,44.62091,349.5,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,312.1,12,D
-20.11373,44.60248,343.9,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,309.9,8.3,D
-19.47635,48.4313,332.6,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,296.5,4.8,D
-19.47179,48.43526,334.4,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,296.6,13,D
-19.47262,48.43058,335.7,0.49,0.4,2018-10-19,1036,N,nominal,1.0NRT,298.6,4.8,D
-20.0786,44.74401,335.2,0.38,0.36,2018-10-19,1036,N,low,1.0NRT,306.1,1.9,D
-20.10154,44.57016,339.9,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,307.5,4.9,D
-20.07527,44.74344,367,0.38,0.36,2018-10-19,1036,N,low,1.0NRT,329.6,112.4,D
-20.07811,44.70233,348.6,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,305.7,12.1,D
-20.07478,44.70177,352.6,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,303.7,13.3,D
-20.07145,44.70121,346.8,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,303.2,13.3,D
-20.09656,44.53529,335.2,0.38,0.36,2018-10-19,1036,N,low,1.0NRT,305.8,2.4,D
-20.09656,44.51261,332.2,0.38,0.36,2018-10-19,1036,N,low,1.0NRT,305.9,3.3,D
-20.08434,44.57104,339.4,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,304.5,4.5,D
-20.08489,44.56736,355.2,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,308,17.6,D
-20.09157,44.52311,338.3,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,307.6,3.5,D
-20.09212,44.51942,336.8,0.38,0.36,2018-10-19,1036,N,low,1.0NRT,306.9,3.5,D
-20.08303,44.56647,356.5,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,306.9,14,D
-19.82229,46.20033,330,0.4,0.37,2018-10-19,1036,N,nominal,1.0NRT,299.8,1.9,D
-20.0825,44.50211,341.2,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,307.1,3.3,D
-20.07361,44.53841,347.6,0.38,0.36,2018-10-19,1036,N,nominal,1.0NRT,307.9,6.3,D
