latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-9.61131,28.68124,339.4,0.55,0.68,2018-10-19,1218,N,nominal,1.0NRT,293.2,3.5,D
-10.8075,22.20391,341.6,0.39,0.44,2018-10-19,1218,N,nominal,1.0NRT,306,3.8,D
-11.11428,20.38505,344.1,0.46,0.39,2018-10-19,1218,N,nominal,1.0NRT,306.6,106,D
-9.86553,27.33937,338.4,0.44,0.62,2018-10-19,1218,N,nominal,1.0NRT,294.5,2.7,D
-11.62337,17.13844,339.6,0.38,0.36,2018-10-19,1218,N,nominal,1.0NRT,307.9,4.5,D
-11.85162,15.40288,346.1,0.41,0.37,2018-10-19,1218,N,nominal,1.0NRT,306.9,15.8,D
-9.97146,26.85833,331.9,0.41,0.6,2018-10-19,1218,N,nominal,1.0NRT,299.5,2.1,D
-9.97215,26.85456,331.7,0.41,0.6,2018-10-19,1218,N,nominal,1.0NRT,298.5,2.1,D
-9.66239,28.49969,343.7,0.53,0.67,2018-10-19,1218,N,nominal,1.0NRT,294.4,5.1,D
-9.61506,28.68247,331.5,0.55,0.68,2018-10-19,1218,N,nominal,1.0NRT,292.5,4.1,D
-9.86595,27.33833,334.5,0.44,0.62,2018-10-19,1218,N,nominal,1.0NRT,294.5,4.3,D
-11.53945,17.38408,334.2,0.38,0.36,2018-10-19,1218,N,nominal,1.0NRT,304,1.7,D
-11.82764,15.39909,346.5,0.41,0.37,2018-10-19,1218,N,nominal,1.0NRT,304,7.7,D
-9.58893,28.68282,367,0.55,0.68,2018-10-19,1218,N,high,1.0NRT,295.7,24.7,D
-9.71571,27.81662,332.2,0.48,0.65,2018-10-19,1218,N,nominal,1.0NRT,298,4.9,D
-11.5465,17.06809,338.5,0.38,0.36,2018-10-19,1218,N,low,1.0NRT,308.9,2.9,D
-11.52135,17.21183,332.5,0.38,0.36,2018-10-19,1218,N,nominal,1.0NRT,304.9,2.1,D
-11.63101,16.48007,335.4,0.39,0.36,2018-10-19,1218,N,low,1.0NRT,308.7,2.2,D
-11.6506,16.34777,337.5,0.39,0.36,2018-10-19,1218,N,low,1.0NRT,308.8,4.2,D
-10.74105,22.03406,348.5,0.38,0.43,2018-10-19,1218,N,nominal,1.0NRT,301.2,7.7,D
-11.59512,16.6528,346.1,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,310.2,3.6,D
-11.43664,17.65697,338.1,0.39,0.36,2018-10-19,1218,N,low,1.0NRT,309.3,3.4,D
-11.39826,17.7959,339.6,0.39,0.36,2018-10-19,1218,N,low,1.0NRT,311,4.7,D
-11.74213,15.46013,340.6,0.41,0.37,2018-10-19,1218,N,low,1.0NRT,304.6,6.9,D
-11.74422,15.42201,338.9,0.41,0.37,2018-10-19,1218,N,nominal,1.0NRT,303.9,5.1,D
-11.63647,16.12918,338.4,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,309.5,2,D
-11.88039,14.40876,336.3,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,304.4,7.5,D
-11.87851,14.39637,335.7,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,302.9,4.2,D
-11.87265,14.41182,340.6,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,304.2,5.4,D
-11.87323,14.40773,335.3,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,304.8,5.4,D
-11.87381,14.40367,333.6,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,307.4,5,D
-11.87438,14.39967,334.3,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,306.3,5,D
-11.40022,17.54284,333,0.38,0.36,2018-10-19,1218,N,nominal,1.0NRT,305.4,1.3,D
-11.7677,15.067,331.3,0.42,0.38,2018-10-19,1218,N,nominal,1.0NRT,300.9,1.7,D
-11.79902,14.77486,342.9,0.43,0.38,2018-10-19,1218,N,nominal,1.0NRT,302.4,19.8,D
-11.7996,14.77077,348.8,0.43,0.38,2018-10-19,1218,N,nominal,1.0NRT,312.5,19.8,D
-9.5262,28.347,335.4,0.52,0.67,2018-10-19,1218,N,nominal,1.0NRT,294.8,4.4,D
-10.50086,22.97601,331.8,0.44,0.46,2018-10-19,1218,N,low,1.0NRT,304,3.3,D
-10.64354,22.04284,339.1,0.39,0.44,2018-10-19,1218,N,nominal,1.0NRT,303.3,2.8,D
-9.49193,28.3257,339.4,0.52,0.67,2018-10-19,1218,N,nominal,1.0NRT,295.7,5.7,D
-9.40175,28.75781,347.8,0.56,0.69,2018-10-19,1218,N,nominal,1.0NRT,293.4,7.1,D
-9.72028,27.09771,336.6,0.43,0.62,2018-10-19,1218,N,nominal,1.0NRT,303.3,4.7,D
-11.3813,17.39917,333.3,0.38,0.36,2018-10-19,1218,N,low,1.0NRT,303.8,3.6,D
-11.79864,14.39312,343.5,0.45,0.39,2018-10-19,1218,N,nominal,1.0NRT,306.4,11.4,D
-11.79922,14.38897,333.8,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,303.7,11.4,D
-11.7998,14.38482,350,0.45,0.39,2018-10-19,1218,N,nominal,1.0NRT,302.9,46.3,D
-11.79564,14.3885,338.2,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,305,11.4,D
-11.79452,14.38461,342.2,0.45,0.39,2018-10-19,1218,N,nominal,1.0NRT,305.8,27.7,D
-9.71941,27.09621,339,0.43,0.62,2018-10-19,1218,N,nominal,1.0NRT,302.6,4.9,D
-11.83993,13.96507,339,0.47,0.4,2018-10-19,1218,N,nominal,1.0NRT,302.3,14.5,D
-11.83628,13.96453,367,0.47,0.4,2018-10-19,1218,N,high,1.0NRT,305.3,14.5,D
-11.83195,13.99493,335.9,0.47,0.4,2018-10-19,1218,N,nominal,1.0NRT,302,4.4,D
-9.40009,28.75826,337.7,0.56,0.69,2018-10-19,1218,N,nominal,1.0NRT,292.5,8.1,D
-11.25579,17.7148,335.1,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,305,4.9,D
-11.25958,17.69004,337.7,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,297.2,3,D
-11.25246,17.71428,334.7,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,304.5,2.4,D
-11.25354,17.7072,335.6,0.39,0.36,2018-10-19,1218,N,low,1.0NRT,306.7,8.6,D
-11.25409,17.70367,335.2,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,302.9,8.6,D
-11.24859,17.7173,337.5,0.39,0.36,2018-10-19,1218,N,low,1.0NRT,309.5,1.7,D
-11.24913,17.71376,334.7,0.39,0.36,2018-10-19,1218,N,low,1.0NRT,307,2.4,D
-11.25022,17.70668,349.9,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,309.9,8.6,D
-10.63331,21.53532,330.5,0.54,0.42,2018-10-19,1218,N,nominal,1.0NRT,300.4,2.7,D
-11.24635,17.7097,346.1,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,307,4.7,D
-11.27013,17.5542,339.5,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,305.3,3.2,D
-11.27067,17.55067,339.2,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,304.2,2.9,D
-9.01349,30.3726,339.8,0.72,0.76,2018-10-19,1218,N,nominal,1.0NRT,293.7,8,D
-9.00657,30.37085,345.4,0.72,0.76,2018-10-19,1218,N,nominal,1.0NRT,293.4,10.8,D
-11.29729,17.3312,330.2,0.38,0.36,2018-10-19,1218,N,low,1.0NRT,304.8,2.2,D
-11.68461,14.69671,339.1,0.43,0.38,2018-10-19,1218,N,nominal,1.0NRT,303.4,17.8,D
-11.55076,15.60295,333.1,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,299.8,1.8,D
-9.58123,27.14085,367,0.43,0.62,2018-10-19,1218,N,high,1.0NRT,299.7,8.4,D
-9.58198,27.1369,336.4,0.43,0.62,2018-10-19,1218,N,nominal,1.0NRT,296,8.4,D
-9.57626,27.13587,367,0.43,0.62,2018-10-19,1218,N,high,1.0NRT,296.6,8.4,D
-9.5755,27.13982,335.9,0.43,0.62,2018-10-19,1218,N,nominal,1.0NRT,296.9,8.4,D
-11.73965,13.85833,339.8,0.47,0.4,2018-10-19,1218,N,nominal,1.0NRT,301.6,6.6,D
-11.19538,17.53469,336.5,0.39,0.36,2018-10-19,1218,N,low,1.0NRT,307.7,4.2,D
-11.39747,16.19129,336.3,0.39,0.36,2018-10-19,1218,N,low,1.0NRT,307.8,2,D
-11.65659,14.41498,342.1,0.45,0.39,2018-10-19,1218,N,nominal,1.0NRT,308.6,6.1,D
-9.58024,27.14023,367,0.43,0.62,2018-10-19,1218,N,high,1.0NRT,299.8,10.7,D
-9.58097,27.13627,356.3,0.43,0.62,2018-10-19,1218,N,nominal,1.0NRT,296.6,10.7,D
-9.57525,27.13521,346.1,0.43,0.62,2018-10-19,1218,N,nominal,1.0NRT,296,10.7,D
-11.00413,18.72973,334.7,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,304.7,3.4,D
-11.61946,14.57292,332.4,0.44,0.38,2018-10-19,1218,N,nominal,1.0NRT,299,6.3,D
-11.62004,14.56888,333.8,0.44,0.38,2018-10-19,1218,N,nominal,1.0NRT,301.8,5.9,D
-9.56265,27.07539,339.3,0.43,0.62,2018-10-19,1218,N,nominal,1.0NRT,298.6,3.7,D
-11.23482,17.1408,335.5,0.38,0.36,2018-10-19,1218,N,low,1.0NRT,309,7.1,D
-9.55695,27.07434,332.9,0.43,0.62,2018-10-19,1218,N,nominal,1.0NRT,300.2,3.9,D
-11.64026,14.32469,332.5,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,307.3,3.6,D
-9.00557,29.79667,339.5,0.66,0.73,2018-10-19,1218,N,nominal,1.0NRT,291.8,8.7,D
-9.1209,29.20537,355.1,0.6,0.71,2018-10-19,1218,N,nominal,1.0NRT,292.3,16.9,D
-9.12196,29.19994,352.7,0.6,0.71,2018-10-19,1218,N,nominal,1.0NRT,292.4,10.8,D
-11.3583,16.17819,337.5,0.39,0.36,2018-10-19,1218,N,low,1.0NRT,310.5,1.6,D
-11.35936,16.17102,344.5,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,310.9,5.5,D
-11.21264,17.13024,332.4,0.38,0.36,2018-10-19,1218,N,low,1.0NRT,306,1.6,D
-9.02199,29.64156,333.6,0.65,0.73,2018-10-19,1218,N,nominal,1.0NRT,292.6,5.1,D
-10.34273,22.48737,338.4,0.41,0.45,2018-10-19,1218,N,nominal,1.0NRT,300.2,4,D
-8.94687,29.98701,353.3,0.68,0.74,2018-10-19,1218,N,nominal,1.0NRT,288.9,9.2,D
-8.93997,29.98592,336.3,0.68,0.74,2018-10-19,1218,N,nominal,1.0NRT,284.2,9.2,D
-8.98512,29.72229,342.3,0.65,0.73,2018-10-19,1218,N,nominal,1.0NRT,292.9,7.5,D
-8.97722,29.72679,335.9,0.66,0.73,2018-10-19,1218,N,nominal,1.0NRT,293.1,7.5,D
-11.24426,16.80736,333,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,301.9,2.8,D
-11.65297,13.97038,336.7,0.47,0.4,2018-10-19,1218,N,low,1.0NRT,303.3,5.5,D
-11.64932,13.96991,351.1,0.47,0.4,2018-10-19,1218,N,nominal,1.0NRT,304.3,8.6,D
-11.57146,14.50312,340.1,0.44,0.38,2018-10-19,1218,N,low,1.0NRT,304,22.3,D
-11.66971,13.79469,331.3,0.48,0.4,2018-10-19,1218,N,low,1.0NRT,300.8,3.6,D
-11.67033,13.79017,337.4,0.48,0.4,2018-10-19,1218,N,nominal,1.0NRT,300.4,3.7,D
-11.11967,17.56262,348.7,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,307.4,5,D
-11.1158,17.56563,339.8,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,303.7,4.3,D
-11.11634,17.56211,341.3,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,304.5,5,D
-11.5533,14.52934,339.3,0.44,0.38,2018-10-19,1218,N,nominal,1.0NRT,300.8,3.9,D
-11.06634,17.80706,339.6,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,306.3,6,D
-11.55073,14.5293,331.2,0.44,0.38,2018-10-19,1218,N,low,1.0NRT,300.7,3.3,D
-9.11712,29.20036,367,0.6,0.71,2018-10-19,1218,N,high,1.0NRT,292.9,14.7,D
-9.00439,29.79899,349.1,0.66,0.73,2018-10-19,1218,N,nominal,1.0NRT,292.8,10.7,D
-11.64599,13.78769,334.1,0.48,0.4,2018-10-19,1218,N,nominal,1.0NRT,299.3,4,D
-10.6718,20.16809,332.4,0.46,0.39,2018-10-19,1218,N,nominal,1.0NRT,301.8,3.9,D
-9.10018,29.11096,330.4,0.6,0.7,2018-10-19,1218,N,nominal,1.0NRT,291.4,1.9,D
-8.97686,29.72256,351.5,0.66,0.73,2018-10-19,1218,N,nominal,1.0NRT,294,16.6,D
-8.98414,29.64811,341.8,0.65,0.73,2018-10-19,1218,N,nominal,1.0NRT,292.7,5.8,D
-9.07744,29.08882,367,0.59,0.7,2018-10-19,1218,N,high,1.0NRT,293,9.9,D
-11.36378,15.54811,334.2,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,296.4,4.1,D
-11.59807,13.83479,337.7,0.47,0.4,2018-10-19,1218,N,nominal,1.0NRT,301.5,5.5,D
-10.13543,22.9854,335,0.45,0.47,2018-10-19,1218,N,nominal,1.0NRT,302,2,D
-10.12471,22.94557,336.1,0.45,0.47,2018-10-19,1218,N,nominal,1.0NRT,305.4,4.2,D
-10.12042,22.94484,334.2,0.45,0.47,2018-10-19,1218,N,low,1.0NRT,306.2,4.2,D
-10.12114,22.94074,336.9,0.45,0.47,2018-10-19,1218,N,nominal,1.0NRT,306.7,4.7,D
-10.93439,17.93913,335.5,0.39,0.36,2018-10-19,1218,N,low,1.0NRT,306.4,8.7,D
-10.12667,22.9471,334.1,0.45,0.47,2018-10-19,1218,N,nominal,1.0NRT,303.6,3.7,D
-10.11878,22.9415,338.7,0.45,0.47,2018-10-19,1218,N,nominal,1.0NRT,303.1,7.1,D
-11.52011,13.88776,330.3,0.47,0.4,2018-10-19,1218,N,low,1.0NRT,301.3,11.3,D
-11.51645,13.88723,344.9,0.47,0.4,2018-10-19,1218,N,nominal,1.0NRT,302.7,11.3,D
-11.51707,13.88288,350.4,0.47,0.4,2018-10-19,1218,N,nominal,1.0NRT,303.1,11.3,D
-9.51265,25.7876,336.8,0.35,0.57,2018-10-19,1218,N,nominal,1.0NRT,293.9,2.8,D
-9.83452,23.89634,348.5,0.52,0.5,2018-10-19,1218,N,nominal,1.0NRT,299.7,14,D
-9.83535,23.89156,330.8,0.52,0.5,2018-10-19,1218,N,nominal,1.0NRT,297.8,5.5,D
-9.78077,24.1793,343.2,0.55,0.51,2018-10-19,1218,N,nominal,1.0NRT,299.6,7.1,D
-9.43321,26.08413,347.2,0.37,0.58,2018-10-19,1218,N,nominal,1.0NRT,292.9,4.6,D
-10.04899,22.46006,341.2,0.42,0.45,2018-10-19,1218,N,nominal,1.0NRT,301.6,5,D
-11.32235,14.28914,333.5,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,304,4.3,D
-11.32353,14.28086,332,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,300.3,7.3,D
-11.31937,14.28445,330.3,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,302.7,2.9,D
-11.31639,14.27966,336,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,304,2.9,D
-8.66824,29.8886,367,0.68,0.74,2018-10-19,1218,N,high,1.0NRT,293.2,12.1,D
-11.29812,14.33154,335,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,302,5.7,D
-10.10364,21.96558,333,0.39,0.44,2018-10-19,1218,N,nominal,1.0NRT,298.6,3.4,D
-11.19693,14.86813,337.5,0.42,0.38,2018-10-19,1218,N,low,1.0NRT,303.2,3.1,D
-11.19748,14.86425,337,0.42,0.38,2018-10-19,1218,N,low,1.0NRT,303,3.3,D
-11.29071,14.20196,342.9,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,303.8,21.1,D
-11.28714,14.20133,344.1,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,305.7,38.1,D
-10.62655,18.55512,349.4,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,309.1,23.5,D
-10.62712,18.55146,339.4,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,302.9,23.5,D
-10.77017,17.62146,339.9,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,309.6,3.2,D
-10.62259,18.55824,347.8,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,303.5,6.3,D
-10.62316,18.55458,351.5,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,306,21.2,D
-10.62373,18.55092,348.1,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,302.1,21.2,D
-11.21706,14.59797,330.5,0.43,0.38,2018-10-19,1218,N,low,1.0NRT,299.4,22.8,D
-10.61693,18.57234,337.1,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,302.9,4.9,D
-11.21354,14.59744,334.4,0.43,0.38,2018-10-19,1218,N,low,1.0NRT,298.9,22.8,D
-8.66851,29.88626,367,0.68,0.74,2018-10-19,1218,N,high,1.0NRT,294,13.2,D
-10.61354,18.57179,341.6,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,305.7,18.3,D
-10.61695,18.54983,350.6,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,299.4,11.8,D
-10.61866,18.53885,348.5,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,302.7,24.8,D
-10.61015,18.57124,345.3,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,309.6,18.3,D
-10.61129,18.56392,338.4,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,303.7,5.2,D
-10.613,18.55294,347.4,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,305.4,11.8,D
-10.61413,18.54563,344.6,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,313.9,35.8,D
-10.6147,18.54197,354.3,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,305,35.8,D
-10.61527,18.53831,343.2,0.4,0.37,2018-10-19,1218,N,low,1.0NRT,316.4,24.8,D
-10.61584,18.53464,334.4,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,303.3,24.8,D
-10.60733,18.56704,339.9,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,305.7,9.2,D
-10.61245,18.53411,348.2,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,308.2,31.1,D
-10.6034,18.54767,334.4,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,303.1,3.7,D
-10.7075,17.78569,339.4,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,305.8,4.7,D
-8.50849,30.38418,351.6,0.74,0.76,2018-10-19,1218,N,nominal,1.0NRT,292,10.9,D
-8.4939,30.34628,339.2,0.73,0.76,2018-10-19,1218,N,nominal,1.0NRT,292.4,34.1,D
-8.48684,30.34499,367,0.73,0.76,2018-10-19,1218,N,high,1.0NRT,294.4,34.1,D
-9.92368,22.50967,340,0.42,0.45,2018-10-19,1218,N,nominal,1.0NRT,296.9,3.9,D
-9.9195,22.50896,340.9,0.42,0.45,2018-10-19,1218,N,nominal,1.0NRT,298.5,3.5,D
-11.16588,14.55359,333.2,0.44,0.38,2018-10-19,1218,N,low,1.0NRT,305.8,7,D
-9.63512,24.0637,331.9,0.54,0.51,2018-10-19,1218,N,nominal,1.0NRT,295,3.6,D
-9.82016,22.83126,339.2,0.44,0.46,2018-10-19,1218,N,nominal,1.0NRT,298.5,6.1,D
-10.52826,18.53952,338,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,304.5,4.4,D
-10.52884,18.53586,332.9,0.4,0.37,2018-10-19,1218,N,low,1.0NRT,304.2,4.4,D
-10.52487,18.53901,346.2,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,304.1,4.4,D
-10.52545,18.53534,333.4,0.4,0.37,2018-10-19,1218,N,low,1.0NRT,304.3,4.4,D
-11.11272,14.5989,348.6,0.43,0.38,2018-10-19,1218,N,nominal,1.0NRT,308.5,12.2,D
-11.18912,14.0507,355.6,0.46,0.39,2018-10-19,1218,N,nominal,1.0NRT,305.6,22.3,D
-10.52473,18.53836,349.2,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,304.1,8.2,D
-11.11291,14.5991,348,0.43,0.38,2018-10-19,1218,N,nominal,1.0NRT,308,12,D
-10.49795,18.66612,332.8,0.41,0.37,2018-10-19,1218,N,nominal,1.0NRT,302.6,3.8,D
-11.1886,14.0513,351.1,0.46,0.39,2018-10-19,1218,N,nominal,1.0NRT,305.6,28.8,D
-10.63663,17.74471,333.8,0.39,0.36,2018-10-19,1218,N,low,1.0NRT,305.9,1.9,D
-9.81825,22.83067,338.2,0.44,0.46,2018-10-19,1218,N,nominal,1.0NRT,298.3,5.8,D
-10.49115,18.66503,342.2,0.41,0.37,2018-10-19,1218,N,nominal,1.0NRT,299.2,9,D
-10.49171,18.66139,339.6,0.41,0.37,2018-10-19,1218,N,nominal,1.0NRT,299.8,3.7,D
-11.1034,14.49077,349.2,0.44,0.38,2018-10-19,1218,N,nominal,1.0NRT,304.7,7,D
-11.094,14.50597,344.9,0.44,0.38,2018-10-19,1218,N,nominal,1.0NRT,301.4,6.2,D
-9.22918,25.99323,335.5,0.37,0.58,2018-10-19,1218,N,nominal,1.0NRT,298.3,5,D
-9.22365,25.90199,339,0.36,0.58,2018-10-19,1218,N,nominal,1.0NRT,299.7,5.4,D
-8.5244,29.53278,367,0.65,0.73,2018-10-19,1218,N,high,1.0NRT,293.9,23.5,D
-8.52322,29.53885,330.3,0.65,0.73,2018-10-19,1218,N,nominal,1.0NRT,292.1,21.4,D
-11.02365,14.77138,335.4,0.43,0.38,2018-10-19,1218,N,nominal,1.0NRT,303.7,3,D
-9.19933,25.91492,330.6,0.36,0.58,2018-10-19,1218,N,nominal,1.0NRT,295.5,3,D
-11.07236,14.37883,347.6,0.44,0.39,2018-10-19,1218,N,nominal,1.0NRT,306.3,17,D
-9.5786,23.74767,333.2,0.51,0.5,2018-10-19,1218,N,nominal,1.0NRT,297.7,4,D
-10.9789,14.93511,335.6,0.42,0.38,2018-10-19,1218,N,nominal,1.0NRT,305.5,3.9,D
-11.10363,14.02595,330.7,0.46,0.39,2018-10-19,1218,N,low,1.0NRT,302.5,1.8,D
-8.47232,29.51375,342.9,0.65,0.73,2018-10-19,1218,N,nominal,1.0NRT,288.8,7.5,D
-11.10001,14.0254,334.2,0.46,0.39,2018-10-19,1218,N,nominal,1.0NRT,303.8,1.8,D
-11.0964,14.02486,332.4,0.46,0.39,2018-10-19,1218,N,low,1.0NRT,302.2,1.9,D
-8.52209,29.53295,333.6,0.65,0.73,2018-10-19,1218,N,nominal,1.0NRT,291.5,9.9,D
-8.72545,28.25973,338.9,0.53,0.67,2018-10-19,1218,N,nominal,1.0NRT,288.9,5.3,D
-11.01439,14.33346,336.1,0.44,0.39,2018-10-19,1218,N,low,1.0NRT,302.5,8.4,D
-9.14145,25.85123,339.9,0.36,0.57,2018-10-19,1218,N,nominal,1.0NRT,296.8,4.7,D
-10.8203,15.54946,332.7,0.4,0.37,2018-10-19,1218,N,low,1.0NRT,300.3,3.6,D
-9.75594,22.25027,336.5,0.41,0.45,2018-10-19,1218,N,nominal,1.0NRT,301,6.3,D
-9.75308,22.24209,335.3,0.41,0.45,2018-10-19,1218,N,nominal,1.0NRT,298.7,4.6,D
-10.50154,17.60769,349.3,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,311.3,7,D
-11.01894,14.09657,336.2,0.45,0.39,2018-10-19,1218,N,nominal,1.0NRT,300.7,6,D
-11.01953,14.09235,351.9,0.45,0.39,2018-10-19,1218,N,nominal,1.0NRT,301.4,6,D
-9.7477,22.24884,334.2,0.41,0.45,2018-10-19,1218,N,nominal,1.0NRT,298.5,5.7,D
-10.99462,14.19079,350.6,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,303.2,37.9,D
-10.99521,14.18665,341.1,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,300.6,6.8,D
-10.99162,14.18612,337,0.45,0.39,2018-10-19,1218,N,low,1.0NRT,300.7,6.8,D
-9.07202,25.93084,345.5,0.37,0.58,2018-10-19,1218,N,nominal,1.0NRT,296.3,5.3,D
-9.07264,25.92747,338.8,0.37,0.58,2018-10-19,1218,N,nominal,1.0NRT,297.4,4.5,D
-9.61645,22.83574,351.3,0.45,0.47,2018-10-19,1218,N,nominal,1.0NRT,299.6,9.8,D
-10.10359,19.92511,347,0.45,0.39,2018-10-19,1218,N,nominal,1.0NRT,301.3,8.1,D
-10.10426,19.92097,339.7,0.45,0.39,2018-10-19,1218,N,nominal,1.0NRT,300.9,8.1,D
-9.74906,22.01889,335.2,0.4,0.44,2018-10-19,1218,N,nominal,1.0NRT,297.4,4.4,D
-10.99236,14.02368,335.5,0.46,0.39,2018-10-19,1218,N,nominal,1.0NRT,300.6,2.2,D
-10.09574,19.92808,342,0.45,0.39,2018-10-19,1218,N,nominal,1.0NRT,299.3,5.3,D
-10.4622,17.61965,334.1,0.39,0.36,2018-10-19,1218,N,low,1.0NRT,304.1,3.1,D
-10.4736,17.54549,344.4,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,307.6,5.4,D
-10.47027,17.54497,342.5,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,305.5,5.4,D
-10.47298,17.52733,339.3,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,307,4.3,D
-10.48607,17.35905,335.1,0.39,0.36,2018-10-19,1218,N,low,1.0NRT,308,3.4,D
-9.06991,25.92819,367,0.37,0.58,2018-10-19,1218,N,high,1.0NRT,296.6,10.1,D
-9.42003,23.74342,340.3,0.52,0.5,2018-10-19,1218,N,nominal,1.0NRT,298.3,16.2,D
-8.99416,26.07343,342,0.38,0.58,2018-10-19,1218,N,nominal,1.0NRT,294,4.4,D
-8.99063,26.06211,339.2,0.38,0.58,2018-10-19,1218,N,nominal,1.0NRT,295,3.5,D
-10.44416,17.27698,330.4,0.38,0.36,2018-10-19,1218,N,low,1.0NRT,304,1.3,D
-8.20059,30.06657,356.8,0.71,0.75,2018-10-19,1218,N,nominal,1.0NRT,292,15.3,D
-10.61427,15.82019,342.9,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,307.9,28.7,D
-10.6148,15.81657,330.7,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,300.4,6,D
-10.37884,17.37418,336,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,304.5,2.9,D
-10.61276,15.81956,349.5,0.4,0.37,2018-10-19,1218,N,nominal,1.0NRT,302.3,13.4,D
-10.37552,17.37366,335.3,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,303.6,2.9,D
-10.31649,17.69334,335.2,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,304.9,4.3,D
-10.34891,17.48131,336.3,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,305.1,4.8,D
-10.40613,17.10515,343.5,0.38,0.36,2018-10-19,1218,N,nominal,1.0NRT,310.6,6.9,D
-8.20263,30.0649,348.8,0.71,0.75,2018-10-19,1218,N,nominal,1.0NRT,291.8,12,D
-10.34558,17.48079,338.1,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,305,4.8,D
-10.48974,16.5286,350.9,0.39,0.36,2018-10-19,1218,N,nominal,1.0NRT,303.4,7.9,D
-10.39842,17.11115,348.2,0.38,0.36,2018-10-19,1218,N,nominal,1.0NRT,308.9,7.1,D
